OBJECTID;CRSH_ID;COUNTY;COUNTY_NBR;MUNCIPALIT;ON_RD;DIS;DIR;FROM_RD;TWDS_RD;MLPST_RD;GIS_MP_ROU;MILEPOST;HO_ROUTE_N;HO_ROUTE_C;SEV;CRASH_DATE;DAY;TIME;LIGHT_COND;ROAD_SURFA;ALCOHOL_FL;MOTORCYCLE;HEAVY_TRUC;SPEED_RELA;OLDER_DRIV;TEEN_DRIVE;CRASH_TYPE;LOC_ERROR;geo_shape;geo_point_2d
1267;103829024.0;COLUMBUS;23.0;CHADBOURN;SR 1414;0.0;;SR 1300;SR 1443;SR 1414;4000141420.0;7.492;SR 1414;SR;K;2013-08-11T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.8597942337129, 34.322255125339346]}";34.3222551253, -78.8597942337
1268;104287958.0;COLUMBUS;23.0;CHADBOURN;SR 1413;0.0;;SR 1415;SR 1414;SR 1413;4000141320.0;1.21;SR 1413;SR;K;2014-11-09T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.90751585561927, 34.306206049208846]}";34.3062060492, -78.9075158556
1189;102843319.0;CRAVEN;24.0;HAVELOCK;NC 306;0.0;;SR 1850;SR 1847;NC 306;3000030620.0;3.56;NC 306;NC;K;2010-04-18T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.81330870282723, 34.92399211878125]}";34.9239921188, -76.8133087028
1194;103199424.0;DAVIDSON;28.0;LEXINGTON;US 29;0.0;;US 64;PIEDMONT;US 29;2000002930.0;999.999;US 29;US;K;2011-06-22T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;Y;N;N;OTHER;ROUTE MEASURE NOT FOUND;;
1152;103584096.0;CRAVEN;24.0;HAVELOCK;CHURCH;0.17800000000000002;N;WOODLAND;TOURIST CENTER;SR 1763;4000176320.0;0.226;SR 1763;SR;K;2012-06-22T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WATER (STANDING, MOVING);Y;N;N;Y;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.92327468877494, 34.890412303905485]}";34.8904123039, -76.9232746888
1168;103722463.0;CUMBERLAND;25.0;FAYETTEVILLE;71ST SCHOOL;0.019;S;OLD BUNCE;FOXBERRY;SR 1409;4000140930.0;0.7090000000000001;SR 1409;SR;K;2012-12-08T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.01108513112294, 35.04993589037837]}";35.0499358904, -79.0110851311
1261;104116716.0;COLUMBUS;23.0;WHITEVILE;SR 1552;0.5;S;SR 1005;SR 1556;SR 1552;4000155220.0;4.882000000000001;SR 1552;SR;K;2014-07-24T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.7841095752507, 34.375456722650235]}";34.3754567227, -78.7841095753
1157;104154909.0;CRAVEN;24.0;NEW BERN;SR 1627;0.004;E;SR 1003;SR 1617;SR 1627;4000162720.0;1.5450000000000002;SR 1627;SR;K;2014-09-10T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.0525222057283, 35.224900441419145]}";35.2249004414, -77.0525222057
1162;103309802.0;CUMBERLAND;25.0;HOPE MILLS;SR 2233;0.5;N;SR 2234;SR 2224;SR 2233;4000223330.0;4.05;SR 2233;SR;K;2011-11-17T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.82204553036603, 34.91315997705944]}";34.9131599771, -78.8220455304
1174;103482187.0;DAVIDSON;28.0;LEXINGTON;US 64;0.017;E;SR 2783;SR 3320;US 64;2000006430.0;11.485000000000001;US 64;US;K;2012-06-19T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.20005213779591, 35.81550510579184]}";35.8155051058, -80.2000521378
1171;103282779.0;CRAVEN;24.0;COVE CITY;SR 1245;2.0;E;SR 1246;NC 55;SR 1245;4000124520.0;1.6600000000000001;SR 1245;SR;K;2011-10-13T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.23404029322437, 35.20632169822932]}";35.2063216982, -77.2340402932
1175;103522725.0;CRAVEN;24.0;COVE CITY;SR 1232;0.62;N;SR 1005;SR 1245;SR 1232;4000123220.0;2.6750000000000003;SR 1232;SR;K;2012-08-13T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.28211295258171, 35.185438600862646]}";35.1854386009, -77.2821129526
1170;103760658.0;CRAVEN;24.0;VANCEBORO;SR 1400;2.2;N;SR 1443;SR 1449;SR 1400;4000140020.0;7.16;SR 1400;SR;K;2013-05-24T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.22255053487952, 35.27215872168456]}";35.2721587217, -77.2225505349
1153;103817335.0;CUMBERLAND;25.0;HOPE MILLS;SR 1141;0.0;;CUMBERLAND CREEK;NC 59;SR 1141;4000114130.0;0.21;SR 1141;SR;K;2013-07-28T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.97280561744046, 35.00219624474597]}";35.0021962447, -78.9728056174
1210;103075366.0;CRAVEN;24.0;NEW BERN;NC 43;1.0;N;SR 1400;SR 1436;NC 43;3000004320.0;8.764000000000001;NC 43;NC;K;2011-01-16T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.11605067385833, 35.23004607323084]}";35.2300460732, -77.1160506739
1207;103512869.0;DAVIDSON;28.0;LEXINGTON;NC 150;0.3;S;SR 1158;SR 1146;NC 150;3000015030.0;3.21;NC 150;NC;K;2012-08-01T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.39811701302894, 35.75245751728292]}";35.7524575173, -80.398117013
1227;103805117.0;CRAVEN;24.0;HAVELOCK;US 70;0.0;;SR 1106;SR 1176;US 70;2000007020.0;28.2;US 70;US;K;2013-07-19T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.95760186165977, 34.96345829016907]}";34.9634582902, -76.9576018617
1232;104090960.0;CUMBERLAND;25.0;FAYETTEVILLE;NORTH;0.1;N;BLUEBERRY;BRINKLEY;NORTH;5002153230.0;0.6;NORTH;LCL;K;2014-02-04T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;PEDESTRIAN;ROUTE NOT FOUND;;
1236;104089739.0;CRAVEN;24.0;VANCEBORO;US 17;0.5;N;SR 1628;NC 43;US 17;2000001720.0;999.999;US 17;US;K;2014-06-20T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1246;102787873.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1714;0.1;S;SR 1710;SR 1728;SR 1714;4000171430.0;999.999;SR 1714;SR;K;2010-01-28T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;OTHER;ROUTE MEASURE NOT FOUND;;
1205;103746005.0;CUMBERLAND;25.0;FAYETTEVILLE;ROSEHILL;0.0;;OSCEOLA;COURTNEY;ROSEHILL;5002648530.0;4.26;ROSEHILL;LCL;K;2013-04-15T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;PEDALCYCLIST;ROUTE NOT FOUND;;
992;103805294.0;CUMBERLAND;25.0;FAYETTEVILLE;SHAW MILL;0.1;E;MEHARRY;RIDGE;SR 1614;4000161430.0;0.5;SR 1614;SR;K;2013-06-18T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.91984426187797, 35.11471889390092]}";35.1147188939, -78.9198442619
970;103203203.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1003;0.021;N;SR 2940;SR 1137;SR 1003;4000100330.0;2.799;SR 1003;SR;K;2011-07-06T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.94285749646987, 34.994649338747415]}";34.9946493387, -78.9428574965
987;103502584.0;CUMBERLAND;25.0;HOPE MILLS;NC 162;0.2;W;SR 1003;NC 59;NC 162;3000016230.0;4.681;NC 162;NC;K;2012-07-16T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9520786618695, 34.99190270199111]}";34.991902702, -78.9520786619
994;102963032.0;CUMBERLAND;25.0;FAYETTEVILLE;NC 87;0.034;N;SR 2337;I 95;NC 87;3000008730.0;8.514000000000001;NC 87;NC;K;2010-09-15T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.84635026547019, 34.96266320715218]}";34.9626632072, -78.8463502655
991;103472974.0;CUMBERLAND;25.0;FAYETTEVILLE;BINGHAM;0.1;SE;KINCROSS;GREENOAKS;NC 162;3000016230.0;0.787;NC 162;NC;K;2012-05-21T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;UNK;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.98461540765169, 35.0320177584968]}";35.0320177585, -78.9846154077
969;103122303.0;CUMBERLAND;25.0;HOPE MILLS;SR 1003;0.14;W;SR 3039;SR 1113;SR 1003;4000100330.0;6.364;SR 1003;SR;K;2011-03-21T21:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9999076436643, 34.97543473798732]}";34.975434738, -78.9999076437
1001;103414572.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1710;0.0;;SR 2838;SR 1748;SR 1710;4000171030.0;5.17;SR 1710;SR;K;2012-03-25T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.85043436423503, 35.180949130035174]}";35.18094913, -78.8504343642
986;103585813.0;CUMBERLAND;25.0;FAYETTEVILLE;MARTIN LUTHER KING;0.017;NW;MARTIN LUTHER KING;ROBESON;MARTIN LUTHER KING;5001906030.0;999.999;MARTIN LUTHER KING;LCL;K;2012-10-20T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
997;103912632.0;DAVIDSON;28.0;DENTON;NC 109;0.2;S;SR 2416;SR 2336;NC 109;3000010930.0;999.999;NC 109;NC;K;2013-11-25T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;Y;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
683;103697837.0;CABARRUS;12.0;KANNAPOLIS;TRINITY CHURCH;0.019;E;CABARRUS;ORPHANAGE;SR 1622;4000162210.0;1.31;SR 1622;SR;K;2012-07-22T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.6669852922352, 35.45013923179039]}";35.4501392318, -80.6669852922
680;103356377.0;CASWELL;16.0;YANCEYVILLE;SR 1146;1.3;S;NC 150;SR 1133;SR 1146;4000114620.0;1.3;SR 1146;SR;K;2012-01-14T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.51035992465093, 36.31273836865014]}";36.3127383687, -79.5103599247
741;103696102.0;CATAWBA;17.0;HICKORY;NC 127;0.2;N;NC 10;SR 1120;NC 127;3000012720.0;0.2;NC 127;NC;K;2013-03-05T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.37723553195195, 35.62919845737554]}";35.6291984574, -81.377235532
764;103264916.0;CHATHAM;18.0;SILER CITY;NC 42;0.3;E;SR 2318;SR 2322;NC 42;3000004220.0;5.441;NC 42;NC;K;2011-10-02T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.4840040049206, 35.52952475044574]}";35.5295247504, -79.4840040049
781;103287200.0;BURKE;11.0;HILDEBRAN;SR 1653;0.3;E;SR 1658;SR 1625;SR 1653;4000165310.0;2.1310000000000002;SR 1653;SR;K;2011-10-24T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.39926246957111, 35.75374035206923]}";35.7537403521, -81.3992624696
788;103914849.0;CARTERET;15.0;BEAUFORT;US 70;0.5;E;SR 1300;SR 1323;US 70;2000007020.0;24.086000000000002;US 70;US;K;2013-11-29T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.6193804498082, 34.78646562163416]}";34.7864656216, -76.6193804498
759;102904217.0;CABARRUS;12.0;MIDLAND;NC 24;0.0;;SR 1132;SR 1194;NC 24;3000002410.0;1.933;NC 24;NC;K;2010-07-01T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.57243268943552, 35.24890576910761]}";35.2489057691, -80.5724326894
768;103458280.0;CABARRUS;12.0;CONCORD;SR 1448;0.014;SW;EDINBURY;*LCL CAMDEN TOWN DR NW;SR 1448;4000144810.0;999.999;SR 1448;SR;K;2012-05-17T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
677;104172664.0;BURKE;11.0;LONG VIEW;34TH;0.046;N;FIRST;SECOND;34TH;5000002710.0;999.999;34TH;LCL;K;2014-09-29T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;PEDESTRIAN;ROUTE NOT FOUND;;
740;103644291.0;CALDWELL;13.0;LENOIR;ZACKS FORK;0.0;;ROUND ABOUN;OLD MILL;;5003393210.0;999.999;ZACKS FORK;LCL;K;2013-01-05T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1114;103297645.0;CUMBERLAND;25.0;FAYETTEVILLE;EASTERN;0.085;S;PERSON;RUSSELL;I 95BUS;1900009530.0;9.38;I 95BUS;INTERSTATE;K;2011-10-26T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.86534828661084, 35.04689381273001]}";35.0468938127, -78.8653482866
1123;103475240.0;CUMBERLAND;25.0;FAYETTEVILLE;US 301;0.2;S;SR 2219;SR 2220;I 95BUS;1900009530.0;3.725;I 95BUS;INTERSTATE;K;2012-06-08T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9085076500794, 34.97853726639442]}";34.9785372664, -78.9085076501
1130;103463064.0;CUMBERLAND;25.0;FAYETTEVILLE;US 301;0.4;S;NC 59;SR 2285;I 95BUS;1900009530.0;0.655;I 95BUS;INTERSTATE;K;2012-05-16T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.93454387302901, 34.93971904887809]}";34.9397190489, -78.934543873
1111;103675905.0;CUMBERLAND;25.0;EASTOVER;US 13;0.3;E;SR 1828;SR 1818;US 13;2000001330.0;1.206;US 13;US;K;2013-02-03T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.7333587079137, 35.1230638058464]}";35.1230638058, -78.7333587079
1136;103155040.0;CUMBERLAND;25.0;WADE;I 95;0.5;N;*MILE 61;*MILE 62;I 95;1000009530.0;22.581;I 95;INTERSTATE;K;2011-04-29T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.71523316756524, 35.15993973215639]}";35.1599397322, -78.7152331676
1139;103564277.0;CUMBERLAND;25.0;FAYETTEVILLE;I 95;0.1;N;SR 1832;US 301;I 95;1000009530.0;15.969000000000001;I 95;INTERSTATE;K;2012-09-27T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DUSK;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.78581065287861, 35.08405251923509]}";35.0840525192, -78.7858106529
1137;103003940.0;CUMBERLAND;25.0;WADE;I 95;0.3;S;*MILE 59;US 13;I 95;1000009530.0;19.761;I 95;INTERSTATE;K;2010-10-26T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;Y;Y;SIDESWIPE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.74788808589345, 35.129050500058845]}";35.1290505001, -78.7478880859
1107;103974881.0;DARE;27.0;KILL DEVIL HILLS;US 158;0.023;S;CALVIN;MARTIN;US 158;2000015830.0;10.34;US 158;US;K;2013-11-11T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;Y;N;SIDESWIPE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.65578655129544, 36.00507903364894]}";36.0050790336, -75.6557865513
1117;103110005.0;CUMBERLAND;25.0;FAYETTEVILLE;EASTERN;0.0;;OLD WILMINGTON;*LCL HIGHWAY 87;I 95BUS;1900009530.0;8.386000000000001;I 95BUS;INTERSTATE;K;2011-02-22T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.87267337018045, 35.03523682050817]}";35.0352368205, -78.8726733702
1104;103670441.0;CUMBERLAND;25.0;FAYETTEVILLE;REILLY;0.0;;NORTHUMBERLAND;JEFFERY;SR 1403;4000140330.0;2.633;SR 1403;SR;K;2012-08-26T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.01335234604274, 35.06659311565113]}";35.0665931157, -79.013352346
1272;103312346.0;COLUMBUS;23.0;FAIR BLUFF;SR 1356;0.1;S;SR 1353;NC 904;SR 1356;4000135620.0;1.1300000000000001;SR 1356;SR;K;2011-11-24T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.99013359181956, 34.28796651122053]}";34.2879665112, -78.9901335918
1178;102874300.0;CRAVEN;24.0;NEW BERN;SR 1224;1.7;N;SR 1005;NC 55;SR 1224;4000122420.0;8.339;SR 1224;SR;K;2010-05-08T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.20373445646679, 35.18315766065375]}";35.1831576607, -77.2037344565
1160;103548643.0;CRAVEN;24.0;DOVER;SR 1471;0.4;S;SR 1472;NC 55;SR 1471;4000147120.0;1.46;SR 1471;SR;K;2012-09-12T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.31773807368877, 35.30466075028265]}";35.3046607503, -77.3177380737
1164;103738945.0;DAVIDSON;28.0;LEXINGTON;NC 47;0.2;E;NC 8;SR 2432;NC 47;3000004730.0;5.8100000000000005;NC 47;NC;K;2013-04-27T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.25776952498333, 35.758107816785156]}";35.7581078168, -80.257769525
1156;102850481.0;CURRITUCK;26.0;DUCK;NC 12;1.4000000000000001;N;SR 1458;SR 1409;NC 12;3000001230.0;8.837;NC 12;NC;K;2010-04-19T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.8230417061753, 36.34982757222085]}";36.3498275722, -75.8230417062
1183;103328678.0;CRAVEN;24.0;DOVER;SR 1005;0.0;;MAIN;SR 1262;SR 1005;4000100520.0;0.916;SR 1005;SR;K;2011-12-07T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.43582895851911, 35.21836266196761]}";35.218362662, -77.4358289585
1179;103325498.0;CRAVEN;24.0;NEW BERN;SR 1169;0.1;S;TERMINAL;DEAD END;SR 1169;4000116920.0;999.999;SR 1169;SR;K;2011-11-30T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1150;103605649.0;CRAVEN;24.0;HAVELOCK;SR 1774;0.095;SE;TOURIST CENTER;WOODLAND;SR 1774;4000177420.0;999.999;SR 1774;SR;K;2012-10-17T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
859;103219377.0;CATAWBA;17.0;NEWTON;OLD CONOVER STARTOWN;0.044000000000000004;S;RADIO STATION;FLORA;SR 1149;4000114920.0;1.1460000000000001;SR 1149;SR;K;2011-07-14T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.24990436718942, 35.666138449241444]}";35.6661384492, -81.2499043672
975;103140357.0;DAVIDSON;28.0;THOMASVILLE;I 85;0.3;SW;SR 2031;SR 2025;I 85;1000008530.0;17.903000000000002;I 85;INTERSTATE;K;2011-04-19T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;Y;Y;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.12715422320422, 35.84825511629556]}";35.8482551163, -80.1271542232
894;104085727.0;CABARRUS;12.0;CONCORD;I 85;0.2;N;NC 73;SR 1790;I 85;1000008510.0;6.5680000000000005;I 85;INTERSTATE;K;2014-06-11T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.6541611407013, 35.436681903142116]}";35.4366819031, -80.6541611407
891;103991427.0;CATAWBA;17.0;MAIDEN;SR 1815;0.3;S;SR 1817;SR 1818;SR 1815;4000181520.0;3.54;SR 1815;SR;K;2014-03-01T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;Y;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.07741576460793, 35.61145493419433]}";35.6114549342, -81.0774157646
